user_id,predict
2,1.991888833658877
7,80.20244217065328
15,6.05163748407569
18,170.96018752090023
23,0.3721633523307683
26,0.5760316619884125
27,3.335686000936062
30,0.9756140503088162
34,1.568123243383729
37,3.603485549871947
44,110.39420989221475
45,10.961115325102101
47,1.8797505325595316
48,0.1785393398338047
52,34.85791909698608
53,281.7739462373697
55,51.04686325924965
58,0.43491851651331354
59,49.46809447786385
61,88.05116737649504
63,5.179317657832624
67,21.057352187246178
75,4.27906876499058
80,7.763517217541414
96,0.37378291686380216
102,9.128630737422617
104,1.6555248187852127
110,46.87886843390914
112,3.400236865549589
118,7.6742812468184205
131,9.815437711076918
132,39.632610091533834
133,17.39704536744797
141,0.5741231346861719
143,46.450813130112245
145,4.939602964545328
147,144.08686375642313
148,0.6930288430598956
150,7.495926057566329
151,3.9378828670831387
152,17.47155175936332
154,1.9677177014125369
166,0.6391858530729355
168,610.817077303638
169,5.8832020948862
173,1.9838477313602345
176,277.6936142167359
179,8.59945014500616
183,0.38782319914874486
186,0.43909141078131386
187,0.8394701912245146
196,8.674699707264184
197,55.98701946317675
198,820.2899137370464
203,363.10505375903085
209,26.327842964169783
213,0.4703649539511606
217,9.225322147440316
221,1.0476616631237081
231,41.99049716202661
239,24.417398897707823
243,1.7772963922204323
244,24.064586765077067
247,0.5035963825159893
258,5.353837833305886
260,6.1696354534653866
263,334.7686614714761
264,3.1844255148855947
267,1.5475717718527373
272,24.774024386235347
280,34.205496671148175
281,8.937072165696545
283,127.38721141106342
286,25.592639236598092
288,76.75090691487112
290,8.107106852976075
292,6.998505487071197
293,2.7824309741619806
298,152.34453758887148
300,9.806319739183923
304,6.072202918331586
309,18.8691035549553
310,4.424298113819179
312,5.427720751403698
313,1.0590701486725407
315,27.075232197027546
316,1.765193437494196
320,0.531366391021781
323,91.9323451433982
324,1.247023277337795
332,127.16718576627423
333,5.385913431250943
344,2.54433509903032
352,1.2838488770311907
354,0.9473003501181574
355,11.13890657702147
356,5.31835410826399
360,0.6109129851624229
366,0.35185929626175017
367,22.55750569734492
370,218.0718539779023
374,1.3474347208331787
375,0.6371583208914433
376,0.35057818620452263
378,126.47057599237273
381,158.93785433068516
382,21.4263842521339
384,0.9820654921040584
386,0.931954897086507
387,24.94054772672288
388,1.4029598592028707
389,0.3290119971699919
390,1.8316951070231426
393,1.0103830688850848
394,234.56503008632265
396,1.0340562861832323
397,39.022808041574734
399,213.26824154295193
400,7.347089817822292
401,3.4021147943933716
402,21.870423414744057
403,14.266332321748173
406,1.4792358547034965
411,3.2506800305871453
414,234.85906386224983
415,20.584574883964656
417,18.15187246198305
424,7.60770434985908
431,35.91140372170407
432,39.5564489551954
437,16.07632089441049
439,9.490794421206125
441,4.526951777070976
442,43.30627046947236
446,2.996011196148354
451,58.65836843956396
457,21.175630064920092
458,1.633691795575499
466,5.642523433298614
468,20.17667146140287
469,56.62969727143993
471,17.83098634287343
473,58.878845648572145
474,103.0520051052397
483,52.76182580408176
489,3.1936734516200724
503,10.562794783823515
515,0.4245897986500059
517,21.833733076897182
519,1.1349097622638693
522,2.2725730840142893
529,20.97801448851589
532,54.33664004907692
535,0.774138403569572
536,0.3641656261967746
540,5.760644255554866
543,30.9552216093718
546,0.7107103096905709
550,17.567209811668235
551,0.7970232354981992
552,6.991798163097207
555,5.943605931431665
557,0.40566385283184475
558,87.27120120477657
564,1.1796772775781057
569,4.117432719063908
578,5.108889298651624
581,0.38648695169917674
587,354.76561244342474
590,24.875917576040788
598,9.810011610615653
599,93.41065987019334
603,2.633276908842802
604,1.5335387945356826
610,29.257926191611
613,25.058298155924366
617,35.01082035833303
626,7.054007571095699
628,21.179386892696034
631,0.5000497952238947
632,1.4285264838657983
633,119.81102442879927
640,33.68319871991008
647,2.5521620939680334
651,50.06138394527608
652,11.453950048195924
654,4.4142535823945765
659,67.16562125634829
665,0.46506939019559923
668,223.09655942117908
670,0.5163564948037824
673,55.005289052434
675,6.1013037558931265
685,9.43236619259378
692,2.405486185380225
693,19.150541578561054
694,0.8549182175790742
697,175.74017792350446
703,0.37358052293039207
714,0.9484482962524232
719,52.46532900574563
723,0.5389689702889873
726,68.19783330094191
731,0.757223894235519
736,64.99183358259118
